3,17,9.30,11.36,1
1,10,17.30,1.36,0
1,15,5.50,0.86,0
1,15,2.90,2.66,0
2,2,17.30,1.79,1
2,5,10.20,0.39,0
1,20,30.60,3.83,0
1,12,3.60,0.13,0
1,3,24.40,1.36,1
1,0,19.70,2.78,0
1,0,1.70,0.18,0
1,4,5.20,0.25,0
1,24,10.00,3.93,0
1,6,16.30,1.72,0
1,22,9.10,3.70,0
2,9,8.60,0.82,1
2,13,16.40,2.92,1
1,23,7.60,1.18,0
1,6,5.70,0.56,0
3,0,1.70,0.10,0
1,22,3.20,1.15,0
1,17,5.60,0.59,0
1,3,10.00,0.43,0
1,8,9.80,0.40,0
2,1,18.00,0.24,1
4,0,17.60,2.14,0
2,9,6.70,0.71,0
1,25,16.70,0.95,0
2,12,18.40,3.08,0
3,2,14.20,0.20,0
1,3,2.10,0.11,0
1,1,10.50,1.14,0
3,2,6.00,0.72,0
1,8,14.40,1.02,0
1,8,2.90,0.08,0
2,6,26.00,6.05,0
2,10,16.10,1.41,0
2,12,14.40,3.20,0
2,1,17.10,1.34,1
1,23,4.20,0.56,0
1,7,6.60,0.34,0
1,17,8.00,1.81,0
2,7,4.60,0.94,0
1,19,13.10,1.93,0
1,0,7.50,0.30,1
2,0,6.80,0.15,0
1,13,4.50,0.43,0
1,4,10.40,0.12,0
2,0,11.40,0.78,1
1,18,7.40,0.21,0
1,2,12.60,0.57,1
1,1,14.00,0.81,0
1,16,12.90,3.03,1
3,3,3.70,0.31,0
2,3,9.50,0.55,0
1,1,15.10,1.80,1
1,9,5.00,0.40,0
2,16,2.40,1.06,0
3,18,2.50,1.49,0
3,10,12.20,2.48,0
1,9,2.40,0.05,0
1,13,7.40,1.46,1
1,4,12.40,0.87,0
2,4,7.00,2.16,0
2,5,7.80,1.02,0
2,11,23.30,7.76,1
2,2,6.40,0.19,1
1,19,9.10,2.52,0
2,8,8.20,1.49,1
1,1,18.60,0.57,1
2,3,23.10,1.40,0
2,5,23.80,3.10,0
1,26,12.80,4.58,0
4,1,10.60,1.52,0
1,13,1.70,0.07,0
1,13,23.80,3.74,0
1,2,0.60,0.03,0
1,1,6.70,0.16,0
1,14,2.60,0.20,0
1,15,3.20,0.69,0
1,4,10.50,2.47,1
1,11,17.00,2.74,0
1,7,19.60,2.70,0
4,4,11.00,1.84,0
1,4,5.40,0.32,0
1,10,18.80,2.01,0
2,5,12.40,3.49,1
3,5,24.60,1.41,0
1,12,2.90,0.12,0
2,0,27.70,2.04,1
1,3,6.20,0.05,0
1,1,11.40,0.37,1
1,5,10.60,1.50,0
2,0,5.80,0.30,1
3,2,26.30,1.96,1
1,17,4.40,0.73,0
3,13,3.30,1.32,0
1,14,7.30,0.93,0
2,4,6.30,0.68,0
3,4,9.30,1.33,1
1,22,2.60,0.99,0
1,6,8.30,0.03,0
1,8,5.80,0.78,0
2,21,3.10,1.37,0
2,22,23.60,9.88,0
1,8,3.60,0.53,0
1,9,11.20,2.02,1
1,4,13.50,1.30,0
2,12,7.90,1.72,0
2,9,10.10,1.12,0
3,2,4.90,0.46,0
1,6,8.90,0.27,0
3,0,7.70,0.83,0
1,12,21.40,2.41,0
1,16,8.60,1.87,0
2,4,5.20,0.55,0
2,9,6.20,2.11,0
2,15,3.40,1.03,0
2,0,12.80,1.09,1
1,1,6.70,0.47,1
1,12,9.50,1.34,0
1,3,8.40,0.28,1
4,6,35.30,1.98,1
1,2,12.70,1.09,1
1,5,2.80,0.14,0
1,7,4.40,0.69,0
2,7,13.00,1.02,1
2,9,1.40,0.13,0
1,5,9.00,0.37,0
2,19,5.80,1.51,0
4,1,2.90,0.31,0
1,5,12.90,0.98,0
2,18,17.40,0.55,0
1,17,13.70,2.45,0
1,7,6.30,0.52,0
2,6,2.20,0.45,0
2,1,12.40,0.29,0
1,13,5.90,0.96,0
1,8,6.70,0.47,0
2,4,6.60,1.16,1
1,0,16.00,1.01,1
1,9,17.80,2.85,1
3,16,4.40,1.28,0
1,11,9.10,0.14,0
1,16,5.40,0.45,0
2,5,3.40,0.36,0
4,1,12.40,0.38,0
4,2,10.00,1.77,0
1,11,8.40,0.68,0
1,8,8.00,1.72,0
2,15,18.10,1.55,0
1,13,6.10,2.15,1
1,4,16.30,1.33,0
1,8,7.20,0.61,0
2,3,13.20,1.63,0
3,13,19.20,2.80,0
1,12,11.30,2.10,0
1,9,14.80,1.56,1
1,9,13.80,1.35,1
1,9,4.50,0.31,0
1,4,8.90,1.42,0
3,5,8.70,0.77,0
2,2,6.80,0.28,1
1,8,4.10,0.33,0
2,1,12.50,0.59,1
2,13,18.90,6.23,1
1,4,15.60,1.64,1
1,4,6.50,1.18,0
4,14,1.70,0.35,0
1,16,4.00,1.73,0
1,7,9.70,0.55,0
1,4,11.30,0.29,0
1,1,4.80,0.31,1
1,14,8.80,3.75,0
1,6,7.50,0.57,0
1,6,10.30,0.72,0
1,1,17.30,0.16,0
2,7,7.00,0.36,0
1,13,8.90,0.60,0
2,2,22.90,2.12,1
1,12,5.00,0.56,0
2,8,5.60,0.88,0
3,16,3.00,0.91,0
1,10,6.50,0.85,0
4,0,24.20,1.42,0
1,13,8.00,0.97,0
1,14,15.00,2.79,1
1,11,16.90,4.64,0
1,1,9.30,0.43,0
1,19,15.60,4.40,0
2,4,13.20,1.09,1
1,1,11.00,0.75,0
1,10,11.20,0.82,1
1,1,2.50,0.28,1
2,13,7.20,0.18,0
1,4,4.20,0.50,0
1,1,5.90,0.24,1
4,9,4.30,0.38,0
1,8,6.90,0.40,0
2,6,23.10,3.34,1
1,3,4.10,0.26,0
3,8,6.10,0.28,1
4,3,9.80,0.97,0
2,0,9.70,0.33,0
3,7,5.50,0.57,0
3,17,6.00,2.56,0
1,7,6.00,0.54,0
2,6,1.00,0.14,0
1,14,7.20,1.78,0
2,6,1.90,0.09,0
3,16,12.10,1.61,0
1,5,9.00,1.97,1
3,1,4.50,0.28,0
3,5,5.40,0.58,1
1,16,10.40,3.95,0
3,12,6.70,1.30,0
1,14,10.20,1.35,0
2,21,12.20,3.24,0
2,7,4.00,0.45,1
4,0,8.00,1.62,1
1,11,2.40,0.11,0
3,0,10.80,0.85,0
3,17,12.00,3.38,0
3,5,19.90,3.18,1
2,9,20.40,4.04,1
1,5,7.90,0.30,0
2,10,18.10,3.70,0
4,5,1.90,0.88,0
2,0,5.60,0.21,0
1,7,14.40,0.85,0
3,9,15.30,1.61,0
1,3,8.00,0.56,1
2,8,0.60,0.03,0
2,5,2.80,0.10,0
1,11,0.90,0.07,0
1,7,6.50,0.53,0
2,4,9.50,0.23,0
2,2,9.10,0.12,1
2,11,3.50,0.63,0
1,6,19.90,2.54,1
2,4,18.30,0.49,0
1,10,9.50,2.06,0
2,7,4.30,0.43,0
3,21,14.40,9.60,0
3,3,13.30,1.60,0
1,12,23.70,2.06,0
