17.00,12.00,9.30,11.36,1
10.00,6.00,17.30,1.36,0
15.00,14.00,5.50,0.86,0
15.00,14.00,2.90,2.66,0
2.00,0.00,17.30,1.79,1
5.00,5.00,10.20,0.39,0
20.00,9.00,30.60,3.83,0
12.00,11.00,3.60,0.13,0
3.00,4.00,24.40,1.36,1
0.00,13.00,19.70,2.78,0
0.00,1.00,1.70,0.18,0
4.00,0.00,5.20,0.25,0
24.00,14.00,10.00,3.93,0
6.00,9.00,16.30,1.72,0
22.00,15.00,9.10,3.70,0
9.00,6.00,8.60,0.82,1
13.00,6.00,16.40,2.92,1
23.00,19.00,7.60,1.18,0
6.00,9.00,5.70,0.56,0
0.00,21.00,1.70,0.10,0
22.00,3.00,3.20,1.15,0
17.00,21.00,5.60,0.59,0
3.00,6.00,10.00,0.43,0
8.00,6.00,9.80,0.40,0
1.00,2.00,18.00,0.24,1
0.00,2.00,17.60,2.14,0
9.00,26.00,6.70,0.71,0
25.00,21.00,16.70,0.95,0
12.00,8.00,18.40,3.08,0
2.00,1.00,14.20,0.20,0
3.00,15.00,2.10,0.11,0
1.00,10.00,10.50,1.14,0
2.00,7.00,6.00,0.72,0
8.00,4.00,14.40,1.02,0
8.00,1.00,2.90,0.08,0
6.00,7.00,26.00,6.05,0
10.00,4.00,16.10,1.41,0
12.00,1.00,14.40,3.20,0
1.00,8.00,17.10,1.34,1
23.00,5.00,4.20,0.56,0
7.00,2.00,6.60,0.34,0
17.00,3.00,8.00,1.81,0
7.00,23.00,4.60,0.94,0
19.00,5.00,13.10,1.93,0
0.00,0.00,7.50,0.30,1
0.00,1.00,6.80,0.15,0
13.00,15.00,4.50,0.43,0
4.00,2.00,10.40,0.12,0
0.00,2.00,11.40,0.78,1
18.00,2.00,7.40,0.21,0
2.00,11.00,12.60,0.57,1
1.00,12.00,14.00,0.81,0
16.00,18.00,12.90,3.03,1
3.00,18.00,3.70,0.31,0
3.00,2.00,9.50,0.55,0
1.00,3.00,15.10,1.80,1
9.00,1.00,5.00,0.40,0
16.00,13.00,2.40,1.06,0
18.00,6.00,2.50,1.49,0
10.00,20.00,12.20,2.48,0
9.00,10.00,2.40,0.05,0
13.00,1.00,7.40,1.46,1
4.00,0.00,12.40,0.87,0
4.00,9.00,7.00,2.16,0
5.00,7.00,7.80,1.02,0
11.00,6.00,23.30,7.76,1
2.00,3.00,6.40,0.19,1
19.00,8.00,9.10,2.52,0
8.00,3.00,8.20,1.49,1
1.00,2.00,18.60,0.57,1
3.00,8.00,23.10,1.40,0
5.00,9.00,23.80,3.10,0
26.00,21.00,12.80,4.58,0
1.00,5.00,10.60,1.52,0
13.00,10.00,1.70,0.07,0
13.00,25.00,23.80,3.74,0
2.00,1.00,0.60,0.03,0
1.00,9.00,6.70,0.16,0
